5935,海上船只遇难救助,15,其它,其他,其他,9
5963,门对门销售,15,其它,其他,其他,9
5964,目录销售商户,15,其它,其他,其他,9
5965,目录、零售兼营商户,15,其它,其他,其他,9
5966,电话呼出直销,15,其它,其他,其他,9
5968,订阅/订购直销服务  ,15,其它,其他,其他,9
5969,其他直销商户,15,其它,其他,其他,9
5983,燃料经销商－燃油、木材、煤炭和液化石油,15,其它,其他,其他,9
7261,殡葬服务,15,其它,其他,其他,9
7276,税收准备服务,15,其它,其他,其他,9
7372,计算机编程、数据处理和系统集成设计服务,15,其它,其他,其他,9
7995,彩票销售,15,其它,其他,其他,9
8641,市民、社会及友爱组织,15,其它,其他,其他,9
8699,其他会员组织,15,其它,其他,其他,9
8911,建筑、工程和测量服务,15,其它,其他,其他,9
9211,法庭费用，包括赡养费和子女抚养费,15,其它,其他,其他,9
9222,罚款,15,其它,其他,其他,9
9223,保释金,15,其它,其他,其他,9
9400,使领馆收费,15,其它,其他,其他,9
9705,县乡优惠-批发类,15,其它,其他,其他,9
9707,县乡优惠-一般类商户,15,其它,其他,其他,9
9708,三农商户,15,其它,其他,其他,9
5975,助听器－销售、服务和用品,9,医疗保健,其他,其他,9
5976,假肢店（整形外科用品、辅助设备）,9,医疗保健,其他,其他,9
8049,手足病医生,9,医疗保健,其他,其他,9
8071,医学及牙科实验室,9,医疗保健,其他,其他,9
5551,船只销售商,10,汽车服务,其他,其他,9
4458,烟草配送,14,老字号,其他,其他,9
5937,古玩复制店,14,老字号,其他,其他,9
7251,修鞋店、擦鞋店、帽子清洗店,14,老字号,其他,其他,9
7392,管理、咨询和公共关系服务,12,生活便利,生活服务,其他,9
763,农业合作,15,其它,休闲娱乐,其他,9
7399,未列入其他代码的商业服务,15,其它,休闲娱乐,其他,9
8398,慈善和社会公益服务组织,15,其它,休闲娱乐,其他,9
8651,政治组织（政府机构）,15,其它,休闲娱乐,其他,9
8661,宗教组织,15,其它,休闲娱乐,其他,9
8999,未列入其他代码的专业服务,15,其它,休闲娱乐,其他,9
5046,未列入其他代码的商用器材（批发商）,244,家居建材,休闲娱乐,其他,9
4816,计算机网络/信息服务  ,243,数码快印,休闲娱乐,其他,9
5013,机动车供应及零配件（批发商）,10,汽车服务,爱车,汽车,10
5271,活动房车销售商,10,汽车服务,爱车,汽车,10
5511,汽车货车经销商－新旧车的销售、服务、维修、零件及出租,10,汽车服务,爱车,汽车,10
5521,汽车货车经销商－专门从事旧车的销售、服务、维修、零件及出租,10,汽车服务,爱车,汽车,10
5532,汽车轮胎经销商,10,汽车服务,爱车,汽车,10
5533,汽车零配件商店,10,汽车服务,爱车,汽车,10
5571,摩托车商店和经销商,10,汽车服务,爱车,汽车,10
7523,停车场,10,汽车服务,爱车,汽车,10
7531,车体维修店,10,汽车服务,爱车,汽车,10
7538,汽车服务商店（非经销商）,10,汽车服务,爱车,汽车,10
7542,洗车,10,汽车服务,爱车,汽车,10
5541,加油站、服务站,12,生活便利,爱车,汽车,10
5542,自助加油站,12,生活便利,爱车,汽车,10
4784,路桥通行费,6,旅游出行,其他,汽车,10
5561,旅行拖车、娱乐用车销售商,10,汽车服务,其他,汽车,10
5592,露营、房车销售商,10,汽车服务,其他,汽车,10
5598,雪车商,10,汽车服务,其他,汽车,10
5599,汽车、飞行器、农用机车综合经营商,10,汽车服务,其他,汽车,10
7513,卡车及拖车出租,10,汽车服务,其他,汽车,10
7534,轮胎翻新、维修店,10,汽车服务,其他,汽车,10
7535,汽车喷漆店,10,汽车服务,其他,汽车,10
7549,拖车服务,10,汽车服务,其他,汽车,10
8675,汽车协会,10,汽车服务,其他,汽车,10
9706,县乡优惠-超市加油类,10,汽车服务,其他,汽车,10
5945,玩具、游戏店,2,休闲娱乐,亲子,亲子,11
7996,游乐园、马戏团、嘉年华、占卜,2,休闲娱乐,亲子,亲子,11
8050,护理和照料服务,9,医疗保健,亲子,亲子,11
8351,儿童保育服务（含学前教育）,8,教育培训,亲子,亲子,11
7395,照相洗印服务,243,数码快印,亲子,亲子,11
5641,婴儿、儿童服装店,3,购物逛街,亲子,亲子,11
4899,有线和其他付费电视服务,12,生活便利,购物,生活服务,12
4900,公共事业（电力、煤气、自来水、清洁服务）,12,生活便利,购物,生活服务,12
5697,裁缝、修补、改衣店,12,生活便利,购物,生活服务,12
7379,未列入其他代码的计算机维护和修理服务,12,生活便利,购物,生活服务,12
7629,电器设备、小家电维修,12,生活便利,购物,生活服务,12
7699,各类维修店及相关服务,12,生活便利,购物,生活服务,12
7277,咨询服务－债务、婚姻和私人事务,12,生活便利,结婚,生活服务,12
5994,报亭、报摊,2,休闲娱乐,其他,生活服务,12
5997,电动剃须刀商店－销售和服务,244,家居建材,其他,生活服务,12
5045,计算机、计算机外围设备（批发商）,243,数码快印,其他,生活服务,12
5978,打字机商店--销售、服务和出租 ,243,数码快印,其他,生活服务,12
4214,货物搬运和托运--当地和长途，移动和存储公司，以及当地递送服务 ,12,生活便利,其他,生活服务,12
4215,快递服务（空运、地面运输或海运）,12,生活便利,其他,生活服务,12
4821,电报服务,12,生活便利,其他,生活服务,12
7211,洗熨服务（自助洗衣服务）,12,生活便利,其他,生活服务,12
7217,室内清洁服务（地毯、沙发、家具表面的清洁服务）,12,生活便利,其他,生活服务,12
7278,购物服务及会所（贸易、经纪服务),12,生活便利,其他,生活服务,12
7296,出租衣物－服装、制服和正式场合服装,12,生活便利,其他,生活服务,12
7339,速记、秘书服务（包括各类办公服务）,12,生活便利,其他,生活服务,12
7342,灭虫及消毒服务,12,生活便利,其他,生活服务,12
7349,清洁、保养及门卫服务,12,生活便利,其他,生活服务,12
7361,职业中介、临时工,12,生活便利,其他,生活服务,12
7375,信息检索服务,12,生活便利,其他,生活服务,12
7393,侦探、保安、安全服务,12,生活便利,其他,生活服务,12
7622,电器设备维修,12,生活便利,其他,生活服务,12
7623,空调、制冷设备维修,12,生活便利,其他,生活服务,12
7631,手表、钟表和首饰维修店,12,生活便利,其他,生活服务,12
7692,焊接维修服务,12,生活便利,其他,生活服务,12
8111,法律服务和律师事务所服务,12,生活便利,其他,生活服务,12
9402,国家邮政服务,12,生活便利,其他,生活服务,12
5995,宠物商店、宠物食品及用品,2,休闲娱乐,生活服务,生活服务,12
9311,纳税,15,其它,生活服务,生活服务,12
9399,未列入其他代码的政府服务（社会保障服务，国家强制）,15,其它,生活服务,生活服务,12
742,兽医服务,9,医疗保健,生活服务,生活服务,12
8011,其他医疗卫生活动,9,医疗保健,生活服务,生活服务,12
8021,牙科医生,9,医疗保健,生活服务,生活服务,12
8031,正骨医生,9,医疗保健,生活服务,生活服务,12
8042,眼科医生,9,医疗保健,生活服务,生活服务,12
8062,公立医院,9,医疗保健,生活服务,生活服务,12
8099,其他医疗保健服务,9,医疗保健,生活服务,生活服务,12
7338,复印及绘图服务,243,数码快印,生活服务,生活服务,12
7210,洗衣店,12,生活便利,生活服务,生活服务,12
7216,干洗店,12,生活便利,生活服务,生活服务,12
7295,家政服务,12,生活便利,生活服务,生活服务,12
5933,当铺,14,老字号,生活服务,生活服务,12
4814,电信服务，包括本地和长途电话、信用卡电话、磁卡电话和传真,12,生活便利,休闲娱乐,生活服务,12
5192,书、期刊和报纸（批发商）,12,生活便利,休闲娱乐,生活服务,12
7321,消费者信用报告机构,12,生活便利,休闲娱乐,生活服务,12
7932,台球、撞球场所,2,休闲娱乐,购物,休闲娱乐,13
7841,音像制品出租商店,2,休闲娱乐,其他,休闲娱乐,13
7922,戏剧制片（不含电影）、演出和票务,2,休闲娱乐,其他,休闲娱乐,13
7929,未列入其他代码的乐队、文艺表演,2,休闲娱乐,其他,休闲娱乐,13
7992,公共高尔夫球场,2,休闲娱乐,其他,休闲娱乐,13
7993,电子游戏供给,2,休闲娱乐,其他,休闲娱乐,13
7994,大型游戏机和游戏场所,2,休闲娱乐,其他,休闲娱乐,13
7998,水族馆、海洋馆和海豚馆,2,休闲娱乐,其他,休闲娱乐,13
7999,其他娱乐服务(公园、海滩和旅游景点内小型设施),2,休闲娱乐,其他,休闲娱乐,13
9703,县乡优惠-宾馆餐饮娱乐类,2,休闲娱乐,其他,休闲娱乐,13
5971,艺术商和画廊新增,2,休闲娱乐,休闲娱乐,休闲娱乐,13
7297,洗浴、按摩服务,2,休闲娱乐,休闲娱乐,休闲娱乐,13
7832,电影院,2,休闲娱乐,休闲娱乐,休闲娱乐,13
7911,歌舞厅,2,休闲娱乐,休闲娱乐,休闲娱乐,13
5996,游泳池－销售、供应和服务,2,休闲娱乐,运动健身,休闲娱乐,13
7933,保龄球馆,2,休闲娱乐,运动健身,休闲娱乐,13
7941,商业体育场馆、职业体育俱乐部、运动场和体育推广公司,2,休闲娱乐,运动健身,休闲娱乐,13
7997,会员俱乐部（体育、娱乐、运动等）、乡村俱乐部以及私人高尔夫课程班,2,休闲娱乐,运动健身,休闲娱乐,13
5047,牙科/实验室/医疗/眼科医院器材和用品（批发商）   ,9,医疗保健,购物,医疗保健,14
5122,药品、药品经营者（批发商）,9,医疗保健,购物,医疗保健,14
5912,药房、药店,9,医疗保健,购物,医疗保健,14
8041,按摩医生,9,医疗保健,休闲娱乐,医疗保健,14
